date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,year_month,category
2024-03-02,23,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.8,6.56,372,False,False,Sunny,2024-03,icecek
2024-03-02,6,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,44.84,65.19,0,False,False,Sunny,2024-03,ana_yemek
2024-03-02,39,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,21.84,41.54,194,False,False,Sunny,2024-03,ana_yemek
2024-03-02,21,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.78,10.88,619,True,False,Sunny,2024-03,ana_yemek
2024-03-02,6,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,30.28,62.3,245,False,False,Sunny,2024-03,ana_yemek
2024-03-02,8,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,20.66,35.86,170,False,False,Sunny,2024-03,ana_yemek
2024-03-02,24,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,10.97,21.7,51,False,False,Sunny,2024-03,ana_yemek
2024-03-02,8,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.05,11.73,213,True,False,Sunny,2024-03,corba
2024-03-02,41,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.17,3.06,863,False,False,Sunny,2024-03,icecek
2024-03-02,4,Cafe,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,36.54,46.63,85,False,False,Sunny,2024-03,ana_yemek
2024-03-02,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.52,25.35,109,False,False,Sunny,2024-03,ana_yemek
2024-03-02,11,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.09,6.96,131,False,False,Rainy,2024-03,tatli
2024-03-02,5,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.42,11.77,400,False,False,Sunny,2024-03,ana_yemek
2024-03-02,26,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.05,6.64,198,False,False,Cloudy,2024-03,tatli
2024-03-02,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.83,23.03,158,False,False,Sunny,2024-03,ana_yemek
2024-03-02,34,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,11.74,17.41,284,False,False,Rainy,2024-03,ana_yemek
2024-03-02,6,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,33.18,57.72,144,False,False,Cloudy,2024-03,ana_yemek
2024-03-02,29,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.1,2.73,339,False,False,Rainy,2024-03,icecek
2024-03-02,31,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.15,6.32,862,True,False,Sunny,2024-03,ana_yemek
2024-03-02,29,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.04,9.24,448,True,False,Rainy,2024-03,ana_yemek
2024-03-02,31,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.24,3.07,863,False,False,Sunny,2024-03,icecek
2024-03-02,25,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.58,6.21,399,False,False,Sunny,2024-03,icecek
2024-03-02,35,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.53,6.37,294,False,True,Sunny,2024-03,tatli
2024-03-02,28,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.88,5.96,617,True,False,Sunny,2024-03,icecek
2024-03-02,12,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.7,12.36,240,False,False,Cloudy,2024-03,ana_yemek
2024-03-02,38,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.49,7.67,324,False,False,Sunny,2024-03,icecek
2024-03-02,25,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,6.12,7.62,442,False,False,Sunny,2024-03,icecek
2024-03-02,32,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,5.35,6.9,534,False,False,Rainy,2024-03,icecek
2024-03-02,24,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.47,3.98,496,False,False,Sunny,2024-03,icecek
2024-03-03,4,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,28.57,30.06,303,False,False,Cloudy,2024-03,ana_yemek
2024-03-03,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.67,11.22,180,False,False,Sunny,2024-03,ana_yemek
2024-03-03,42,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,11.73,14.03,459,False,False,Sunny,2024-03,ana_yemek
2024-03-03,24,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.36,23.54,166,False,False,Cloudy,2024-03,ana_yemek
2024-03-03,5,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.22,19.56,55,False,False,Cloudy,2024-03,corba
2024-03-03,7,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.48,23.1,68,False,False,Sunny,2024-03,corba
2024-03-03,15,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.76,8.54,506,False,False,Cloudy,2024-03,ana_yemek
2024-03-03,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,43.68,56.91,143,False,False,Rainy,2024-03,ana_yemek
2024-03-03,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.14,14.26,587,False,False,Rainy,2024-03,ana_yemek
2024-03-03,26,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.16,3.06,549,False,False,Cloudy,2024-03,icecek
2024-03-03,1,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,21.36,26.4,29,True,False,Rainy,2024-03,ana_yemek
2024-03-03,38,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,45.51,72.07,36,False,True,Cloudy,2024-03,ana_yemek
2024-03-03,29,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.58,6.8,244,False,False,Sunny,2024-03,tatli
2024-03-03,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.64,23.98,164,False,False,Cloudy,2024-03,ana_yemek
2024-03-03,12,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,29.95,43.18,55,False,False,Cloudy,2024-03,ana_yemek
2024-03-03,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,43.89,64.89,50,False,False,Rainy,2024-03,ana_yemek
2024-03-03,38,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,48.59,67.23,85,False,False,Sunny,2024-03,ana_yemek
2024-03-03,28,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,51.98,72.54,44,False,False,Rainy,2024-03,ana_yemek
2024-03-03,8,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.96,11.94,28,False,False,Sunny,2024-03,tatli
2024-03-03,17,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.97,8.92,447,False,False,Sunny,2024-03,ana_yemek
2024-03-03,25,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,39.06,34.95,445,True,False,Sunny,2024-03,ana_yemek
2024-03-03,21,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.46,4.72,823,True,False,Sunny,2024-03,icecek
2024-03-03,11,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.5,7.13,697,False,False,Sunny,2024-03,ana_yemek
2024-03-03,6,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.91,21.66,88,True,False,Rainy,2024-03,corba
2024-03-03,34,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,14.16,18.87,298,False,False,Sunny,2024-03,ana_yemek
2024-03-03,34,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,14.18,18.71,279,False,False,Cloudy,2024-03,ana_yemek
2024-03-03,5,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.09,13.77,147,False,False,Sunny,2024-03,corba
2024-03-03,28,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,55.71,63.29,154,False,False,Cloudy,2024-03,ana_yemek
2024-03-03,9,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.71,3.94,641,False,False,Cloudy,2024-03,icecek
2024-03-03,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.05,26.08,73,False,False,Cloudy,2024-03,ana_yemek
2024-03-04,29,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.04,6.88,180,False,False,Sunny,2024-03,tatli
2024-03-04,31,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.99,7.55,149,False,False,Sunny,2024-03,tatli
2024-03-04,20,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,26.95,47.87,0,False,False,Rainy,2024-03,ana_yemek
2024-03-04,43,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.36,22.17,116,False,True,Rainy,2024-03,corba
2024-03-04,41,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,29.21,35.39,151,False,False,Sunny,2024-03,ana_yemek
2024-03-04,8,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,28.29,47.68,119,False,False,Cloudy,2024-03,ana_yemek
2024-03-04,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.03,31.38,102,False,False,Rainy,2024-03,ana_yemek
2024-03-04,45,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.95,2.41,324,False,False,Rainy,2024-03,icecek
2024-03-04,21,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.06,3.95,457,False,False,Cloudy,2024-03,icecek
2024-03-04,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.9,24.67,70,False,False,Rainy,2024-03,ana_yemek
2024-03-04,38,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.98,16.03,188,False,False,Sunny,2024-03,ana_yemek
2024-03-04,44,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.0,6.67,254,False,True,Cloudy,2024-03,tatli
2024-03-04,43,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.69,6.45,213,False,False,Sunny,2024-03,icecek
2024-03-04,49,Kopitiam,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.86,22.25,98,False,False,Sunny,2024-03,ana_yemek
2024-03-04,34,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.97,14.42,305,False,False,Cloudy,2024-03,ana_yemek
2024-03-04,1,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.25,1.84,558,True,False,Rainy,2024-03,icecek
2024-03-04,29,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.8,3.01,275,False,False,Sunny,2024-03,icecek
2024-03-04,49,Kopitiam,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.49,3.2,415,False,False,Sunny,2024-03,icecek
2024-03-04,17,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.77,6.51,308,False,False,Cloudy,2024-03,tatli
2024-03-04,14,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,19.82,33.81,141,False,False,Sunny,2024-03,ana_yemek
2024-03-04,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.96,2.08,495,True,False,Rainy,2024-03,ana_yemek
2024-03-04,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.91,9.76,319,False,False,Rainy,2024-03,ana_yemek
2024-03-04,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.2,7.87,361,False,False,Cloudy,2024-03,ana_yemek
2024-03-04,43,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.99,3.86,610,True,False,Cloudy,2024-03,icecek
2024-03-04,35,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.82,2.93,251,False,False,Rainy,2024-03,icecek
2024-03-04,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,22.1,36.74,100,False,False,Rainy,2024-03,ana_yemek
2024-03-04,20,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,23.75,47.67,77,False,False,Sunny,2024-03,ana_yemek
2024-03-05,29,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.91,3.48,202,False,False,Cloudy,2024-03,icecek
2024-03-05,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.87,24.45,48,False,False,Rainy,2024-03,ana_yemek
2024-03-05,23,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.14,6.85,346,False,False,Sunny,2024-03,icecek
2024-03-05,24,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.47,9.87,246,False,False,Sunny,2024-03,tatli
2024-03-05,42,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.93,22.51,125,True,False,Sunny,2024-03,corba
2024-03-05,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.7,6.08,591,True,False,Sunny,2024-03,ana_yemek
2024-03-05,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,12.43,15.9,113,False,False,Cloudy,2024-03,corba
2024-03-05,9,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.22,6.19,108,False,False,Cloudy,2024-03,icecek
2024-03-05,23,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,49.49,76.54,99,False,False,Cloudy,2024-03,ana_yemek
2024-03-05,42,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,42.33,68.23,195,False,False,Sunny,2024-03,ana_yemek
2024-03-05,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.87,24.73,7,False,False,Sunny,2024-03,ana_yemek
2024-03-05,4,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,35.32,34.86,0,True,False,Sunny,2024-03,ana_yemek
2024-03-05,40,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.61,6.34,598,True,False,Sunny,2024-03,ana_yemek
2024-03-05,40,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.77,7.23,296,False,True,Sunny,2024-03,tatli
2024-03-05,32,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.86,7.39,291,False,False,Cloudy,2024-03,icecek
2024-03-05,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.02,30.32,124,False,False,Sunny,2024-03,ana_yemek
2024-03-05,47,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.98,2.44,539,False,False,Cloudy,2024-03,icecek
2024-03-05,37,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.18,2.54,389,False,False,Cloudy,2024-03,icecek
2024-03-05,11,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.55,8.76,428,False,False,Sunny,2024-03,ana_yemek
2024-03-05,10,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,6.85,7.26,200,False,False,Cloudy,2024-03,icecek
2024-03-05,38,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.03,7.37,257,False,False,Cloudy,2024-03,icecek
2024-03-05,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.22,17.63,41,False,False,Rainy,2024-03,corba
2024-03-05,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.83,24.22,0,False,False,Rainy,2024-03,ana_yemek
2024-03-05,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.73,2.55,273,False,False,Sunny,2024-03,ana_yemek
2024-03-05,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.83,22.34,160,False,False,Sunny,2024-03,ana_yemek
2024-03-05,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.97,30.2,0,False,False,Rainy,2024-03,ana_yemek
2024-03-06,35,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.62,7.05,271,False,False,Sunny,2024-03,tatli
2024-03-06,27,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.59,2.9,113,False,False,Sunny,2024-03,ana_yemek
2024-03-06,45,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.36,19.36,44,False,False,Cloudy,2024-03,ana_yemek
2024-03-06,5,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,35.51,33.21,164,True,False,Sunny,2024-03,ana_yemek
2024-03-06,4,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.41,8.65,205,False,False,Sunny,2024-03,tatli
2024-03-06,6,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,6.54,6.97,334,False,True,Sunny,2024-03,icecek
2024-03-06,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,36.58,75.44,0,False,False,Sunny,2024-03,ana_yemek
2024-03-06,44,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.93,3.01,521,False,False,Cloudy,2024-03,icecek
2024-03-06,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.7,17.81,219,True,False,Sunny,2024-03,ana_yemek
2024-03-06,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.0,20.49,57,False,False,Rainy,2024-03,ana_yemek
2024-03-06,12,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,34.94,38.46,200,False,False,Sunny,2024-03,ana_yemek
2024-03-06,32,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,37.63,60.57,106,False,False,Sunny,2024-03,ana_yemek
2024-03-06,14,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,16.1,31.66,87,False,False,Cloudy,2024-03,ana_yemek
2024-03-06,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.85,2.63,421,False,False,Cloudy,2024-03,ana_yemek
2024-03-06,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.74,16.37,221,False,False,Sunny,2024-03,corba
2024-03-06,26,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.83,6.78,315,False,False,Sunny,2024-03,ana_yemek
2024-03-06,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.79,3.4,117,False,False,Sunny,2024-03,ana_yemek
2024-03-06,25,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.81,17.76,371,False,False,Sunny,2024-03,ana_yemek
2024-03-06,14,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,20.62,34.42,186,False,True,Cloudy,2024-03,ana_yemek
2024-03-06,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.79,11.01,367,False,False,Rainy,2024-03,ana_yemek
2024-03-06,29,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.96,7.47,71,False,False,Sunny,2024-03,tatli
2024-03-06,28,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,41.71,67.24,33,False,False,Rainy,2024-03,ana_yemek
2024-03-06,37,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.59,2.41,842,True,False,Rainy,2024-03,icecek
2024-03-06,21,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.78,4.21,511,False,False,Sunny,2024-03,icecek
2024-03-06,39,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.05,4.2,393,False,False,Rainy,2024-03,icecek
2024-03-06,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.49,7.82,361,False,False,Cloudy,2024-03,ana_yemek
2024-03-06,35,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.92,18.93,85,False,False,Cloudy,2024-03,ana_yemek
2024-03-06,9,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.46,8.28,280,False,False,Cloudy,2024-03,tatli
2024-03-06,1,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.99,2.83,570,False,False,Cloudy,2024-03,icecek
2024-03-06,10,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,7.2,6.97,270,False,False,Sunny,2024-03,icecek
2024-03-06,29,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.6,1.79,456,True,False,Sunny,2024-03,icecek
2024-03-06,9,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.21,9.92,136,False,False,Sunny,2024-03,tatli
2024-03-07,12,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.69,5.04,187,False,False,Sunny,2024-03,icecek
2024-03-07,10,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.98,7.18,137,False,False,Sunny,2024-03,icecek
2024-03-07,29,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.32,2.63,340,False,False,Rainy,2024-03,icecek
2024-03-07,30,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,30.85,38.19,182,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.59,27.43,19,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,35,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.46,8.91,376,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,12,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,29.86,26.6,89,True,False,Sunny,2024-03,ana_yemek
2024-03-07,32,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.0,31.05,0,False,False,Cloudy,2024-03,corba
2024-03-07,38,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,6.38,7.74,295,False,False,Cloudy,2024-03,icecek
2024-03-07,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.56,9.52,351,False,False,Sunny,2024-03,ana_yemek
2024-03-07,49,Kopitiam,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,14.2,19.75,192,False,False,Rainy,2024-03,ana_yemek
2024-03-07,10,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.21,16.31,289,False,False,Sunny,2024-03,ana_yemek
2024-03-07,17,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.1,8.09,120,False,False,Rainy,2024-03,tatli
2024-03-07,29,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.49,9.51,287,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,9,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.97,19.41,0,False,False,Sunny,2024-03,corba
2024-03-07,15,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,20.96,39.92,68,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,31,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.19,2.82,349,False,False,Sunny,2024-03,icecek
